INDEX,MEMBERSHIP_NUMBER,MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_MARITAL_STATUS,MEMBER_GENDER,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBERSHIP_PACKAGE,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,PAYMENT_MODE,AGENT_CODE,START_DATE,END_DATE,MEMBERSHIP_STATUS
3409,A03411,27,100000,S,F,1700004,1,TYPE-B,27,0,ANNUAL,285911,20100325,,INFORCE
1117,A01118,12,190001.52,S,M,600000,1,TYPE-B,28,0,MONTHLY,260600,20081229,20090429,CANCELLED
1756,A01757,17,100000,M,M,1399992,1,TYPE-B,40,3,ANNUAL,67800,20090611,,INFORCE
497,A00498,17,100000,M,M,800004,1,TYPE-B,29,2,ANNUAL,38122,20080520,,INFORCE
7309,A07314,12,150000,M,M,4701828,2,TYPE-B,61,3,ANNUAL,924677,20120828,,INFORCE
870,A00871,17,100000,S,M,999996,1,TYPE-B,30,0,SEMI-ANNUAL,33711,20081016,20100615,CANCELLED
3357,A03359,9,120000.96,M,M,500004,1,TYPE-B,33,1,MONTHLY,876877,20100322,,INFORCE
912,A00913,17,100000,S,M,949992,1,TYPE-B,33,0,ANNUAL,512433,20081031,,INFORCE
721,A00722,30,120000.96,M,M,500004,1,TYPE-B,55,1,MONTHLY,181522,20080829,,INFORCE
2805,A02806,42,100000,M,F,350004,1,TYPE-B,53,1,ANNUAL,829833,20100125,,INFORCE
10301,A10306,17,120639.6,M,F,300000,2,TYPE-A,29,2,MONTHLY,343355,20131126,,INFORCE
886,A00887,34,100000,M,M,500004,1,TYPE-B,50,2,SEMI-ANNUAL,291099,20081022,,INFORCE
9941,A09946,17,103090.4,M,F,480000,2,TYPE-A,46,2,SEMI-ANNUAL,1079488,20131014,,INFORCE
7109,A07114,12,150000,M,M,1999992,1,TYPE-B,69,2,ANNUAL,1075533,20120629,20130827,CANCELLED
7733,A07738,12,100000,,F,180000,2,TYPE-B,46,0,SEMI-ANNUAL,1368444,20121220,20130819,CANCELLED
1520,A01521,12,100000,M,M,350004,5,TYPE-B,46,3,SEMI-ANNUAL,560888,20090330,,INFORCE
9003,A09008,17,191987.76,,M,799992,1,TYPE-A,60,1,MONTHLY,343344,20130523,,INFORCE
2746,A02747,76,150000,,,,1,TYPE-B,41,0,ANNUAL,852077,20100115,,INFORCE
9156,A09161,17,243609.24,M,F,399996,1,TYPE-A,41,2,MONTHLY,343344,20130624,,INFORCE
6231,A06236,12,100000,,M,600000,1,TYPE-B,49,0,ANNUAL,1219222,20111230,20130226,CANCELLED
314,A00315,36,100000.8,M,M,410004,1,TYPE-B,39,1,MONTHLY,10077,20080331,,INFORCE
1799,A01800,17,104666.9,M,M,500004,1,TYPE-B,37,3,ANNUAL,680900,20090626,20100825,CANCELLED
327,A00328,12,150000,M,M,300000,1,TYPE-B,39,3,ANNUAL,138366,20080320,20100519,CANCELLED
8814,A08819,32,100013.23,S,M,600000,2,TYPE-A,25,0,ANNUAL,1403066,20130331,,INFORCE
4204,A04206,12,120000.96,,,,1,TYPE-B,68,2,MONTHLY,570488,20100823,,INFORCE
3129,A03131,27,100000,S,M,249996,1,TYPE-B,28,0,SEMI-ANNUAL,873622,20100226,,INFORCE
7403,A07408,12,100000,M,M,300000,1,TYPE-B,50,3,ANNUAL,601466,20120927,,INFORCE
7271,A07276,32,100167.48,M,F,540000,1,TYPE-A,38,2,MONTHLY,20811,20120808,,INFORCE
3968,A03970,42,100000,M,M,399996,1,TYPE-B,53,3,ANNUAL,1004555,20100528,,INFORCE
6194,A06199,86,200000.19,,M,699996,2,TYPE-A,46,0,ANNUAL,1132800,20111226,20130125,CANCELLED
6386,A06391,12,250000,M,M,300000,2,TYPE-B,38,1,ANNUAL,446711,20120227,20130426,CANCELLED
1973,A01974,48,120000.96,M,F,450000,1,TYPE-B,37,3,MONTHLY,343344,20090812,,INFORCE
336,A00337,59,100000,S,M,399996,1,TYPE-B,24,0,QUARTERLY,13944,20080324,,INFORCE
2764,A02765,25,180000,M,F,,4,TYPE-B,70,1,MONTHLY,684044,20100121,,INFORCE
8984,A08989,17,239995.68,M,M,999996,1,TYPE-A,60,1,MONTHLY,347800,20130517,,INFORCE
275,A00276,17,100000,,,,1,TYPE-B,53,0,ANNUAL,47399,20080303,20090429,CANCELLED
2985,A02986,27,100000,,,,1,TYPE-B,60,0,ANNUAL,861633,20100219,20110420,CANCELLED
6094,A06099,72,100000.35,,M,1099992,1,TYPE-A,34,2,ANNUAL,1234800,20111118,,INFORCE
6311,A06316,78,100000.09,S,M,999996,1,TYPE-A,25,0,ANNUAL,1219222,20120125,20130224,CANCELLED
3477,A03479,86,100000,,,,6,TYPE-B,63,0,SEMI-ANNUAL,693255,20100331,20110527,CANCELLED
7677,A07682,17,125107.78,,M,600000,2,TYPE-A,40,0,ANNUAL,1358211,20121214,,INFORCE
3558,A03560,17,101000,M,M,900000,1,TYPE-B,78,3,ANNUAL,949988,20100331,,INFORCE
2809,A02810,27,100000,M,M,600000,1,TYPE-B,39,3,ANNUAL,865677,20100129,,INFORCE
9748,A09753,52,199999.58,M,M,600000,2,TYPE-A,52,3,ANNUAL,21877,20131010,,INFORCE
4861,A04864,55,250000,M,M,300000,1,TYPE-B,40,3,ANNUAL,706733,20100915,20111114,CANCELLED
7108,A07113,27,110089.72,M,M,1200000,1,TYPE-A,47,2,SEMI-ANNUAL,1276255,20120629,20130728,CANCELLED
5246,A05249,64,251286.35,M,M,1200000,1,TYPE-A,41,2,ANNUAL,1003666,20110125,20120224,CANCELLED
3416,A03418,27,100000,M,M,500004,1,TYPE-B,39,2,ANNUAL,873622,20100409,20110606,CANCELLED
307,A00308,17,150000,M,F,,4,TYPE-B,21,3,ANNUAL,3388,20080324,,INFORCE
3908,A03910,31,100000,M,M,,6,TYPE-B,63,2,ANNUAL,270777,20100517,,INFORCE
7609,A07614,27,143471.87,M,F,499992,1,TYPE-A,30,2,ANNUAL,343344,20121130,,INFORCE
348,A00349,12,100000,S,M,399996,1,TYPE-B,30,0,SEMI-ANNUAL,183111,20080326,20081125,CANCELLED
826,A00827,36,100000.8,M,F,140004,1,TYPE-B,48,2,MONTHLY,111866,20081013,20090209,CANCELLED
5296,A05299,76,150000.25,,M,,1,TYPE-A,54,3,ANNUAL,1122477,20110128,,INFORCE
9844,A09849,17,300000.36,,M,1500000,1,TYPE-A,60,0,ANNUAL,348033,20130927,,INFORCE
4482,A04484,52,250000,M,M,4299996,1,TYPE-B,42,2,ANNUAL,1116788,20100830,,INFORCE
10143,A10148,17,120887.46,M,M,1200000,1,TYPE-A,57,3,ANNUAL,343355,20131031,,INFORCE
3682,A03684,68,322878,S,M,480000,1,TYPE-B,24,0,ANNUAL,739211,20100331,20110527,CANCELLED
6340,A06345,52,147507.41,,M,,1,TYPE-A,63,1,ANNUAL,1133688,20120209,,INFORCE
8689,A08694,17,123703.56,M,M,499992,1,TYPE-A,42,2,MONTHLY,343344,20130331,,INFORCE
2053,A02054,46,100000,M,M,500004,1,TYPE-B,39,2,ANNUAL,663022,20090902,20101101,CANCELLED
71,A00072,17,100000,,,,1,TYPE-B,30,0,ANNUAL,33844,20071114,,INFORCE
7273,A07278,17,128608.08,,M,,6,TYPE-A,72,2,MONTHLY,348355,20120808,,INFORCE
8954,A08959,17,103090.04,M,F,784704,2,TYPE-A,57,2,ANNUAL,1410488,20130516,,INFORCE
6779,A06784,12,150000,,F,,4,TYPE-B,69,0,ANNUAL,499499,20120330,20130527,CANCELLED
8471,A08476,12,100000,S,M,289992,1,TYPE-B,27,0,SEMI-ANNUAL,352488,20130320,,INFORCE
5356,A05359,71,301543.84,M,F,800004,1,TYPE-A,34,1,ANNUAL,832244,20110209,20120310,CANCELLED
1666,A01667,43,300000,M,M,699996,1,TYPE-B,41,1,ANNUAL,494511,20090505,20110704,CANCELLED
8763,A08768,17,614784.36,S,M,4500000,1,TYPE-A,48,0,MONTHLY,343344,20130331,,INFORCE
6987,A06992,12,300000,M,M,17957076,2,TYPE-B,48,3,ANNUAL,1247777,20120516,20130715,CANCELLED
5799,A05802,12,500000,M,F,1500000,1,TYPE-B,41,3,ANNUAL,867622,20110627,20120826,CANCELLED
1445,A01446,12,200000,M,F,,6,TYPE-B,60,2,ANNUAL,63800,20090330,,INFORCE
5649,A05652,80,100414.26,S,F,1500000,1,TYPE-A,23,0,ANNUAL,522500,20110331,,INFORCE
6066,A06071,12,499999.99,S,F,600000,1,TYPE-B,50,0,ANNUAL,755699,20111031,20121227,CANCELLED
1695,A01696,17,100000.39,,,,1,TYPE-B,64,0,ANNUAL,509344,20090525,20100722,CANCELLED
2892,A02893,22,120000,M,M,500004,1,TYPE-B,36,1,ANNUAL,300144,20100209,,INFORCE
10358,A10363,22,100000.42,,F,399996,2,TYPE-A,63,0,ANNUAL,1288288,20131129,,INFORCE
1574,A01575,34,100000,M,M,500004,1,TYPE-B,51,3,QUARTERLY,347999,20090331,20091127,CANCELLED
3203,A03205,72,100000,S,M,200004,1,TYPE-B,21,0,ANNUAL,870344,20100309,,INFORCE
4405,A04407,42,1000000,M,M,3999996,1,TYPE-B,52,1,ANNUAL,1125188,20100817,,INFORCE
1630,A01631,12,100000,M,M,249996,5,TYPE-B,29,3,SEMI-ANNUAL,636433,20090420,,INFORCE
8052,A08057,22,103090.03,M,M,1999992,1,TYPE-A,30,3,ANNUAL,1369477,20130131,,INFORCE
1881,A01882,48,300000,M,F,450000,1,TYPE-B,37,2,ANNUAL,713900,20090722,,INFORCE
5112,A05115,12,120000.96,S,M,999996,1,TYPE-B,30,0,MONTHLY,296744,20101231,20130926,CANCELLED
5074,A05077,12,200000,,F,,6,TYPE-B,65,0,ANNUAL,1157577,20110117,20120215,CANCELLED
9141,A09146,22,103089.96,S,F,399996,1,TYPE-A,29,0,SEMI-ANNUAL,343344,20130620,,INFORCE
6029,A06034,12,100000,M,F,450000,1,TYPE-B,36,2,SEMI-ANNUAL,1124888,20111028,,INFORCE
848,A00849,53,199990,S,M,1200000,1,TYPE-B,29,0,SEMI-ANNUAL,159833,20081003,,INFORCE
6547,A06552,49,113008.68,M,M,399996,2,TYPE-A,56,1,MONTHLY,1275311,20120319,,INFORCE
9741,A09746,22,154635.07,M,M,1399992,1,TYPE-A,35,3,ANNUAL,1375155,20130924,,INFORCE
6479,A06484,12,300000,S,M,350004,1,TYPE-B,25,0,ANNUAL,319266,20120223,20130424,CANCELLED
2877,A02878,27,100000,M,M,650004,1,TYPE-B,30,1,QUARTERLY,760922,20100205,,INFORCE
186,A00187,12,120000.96,M,M,450000,1,TYPE-B,46,3,MONTHLY,57844,20080131,,INFORCE
3779,A03781,27,100000,,,,6,TYPE-B,77,0,ANNUAL,908100,20100428,,INFORCE
1830,A01831,17,100000,,,,1,TYPE-B,54,0,ANNUAL,169100,20090630,,INFORCE
2959,A02960,27,100000.8,S,M,800004,1,TYPE-B,39,0,MONTHLY,843322,20100218,20100617,CANCELLED
9766,A09771,102,162231.23,,M,999996,1,TYPE-A,34,0,ANNUAL,19733,20130920,,INFORCE
6889,A06894,12,100000,M,F,499992,2,TYPE-B,42,2,ANNUAL,1144422,20120330,20130527,CANCELLED
5446,A05449,91,134802.7,,M,,1,TYPE-A,40,0,ANNUAL,1113011,20110228,,INFORCE
1234,A01235,12,100000,M,M,249996,5,TYPE-B,44,2,SEMI-ANNUAL,91844,20090127,,INFORCE
6440,A06445,12,100000,M,M,649992,1,TYPE-B,41,1,ANNUAL,1285866,20120221,,INFORCE
3915,A03917,12,200000,,,,1,TYPE-B,45,3,ANNUAL,954955,20100521,,INFORCE
446,A00447,34,105000,M,M,225000,1,TYPE-B,51,2,ANNUAL,112877,20080411,,INFORCE
844,A00845,17,100199.2,,,,1,TYPE-B,52,0,SEMI-ANNUAL,272000,20081003,,INFORCE
9895,A09900,22,100114.42,,M,,6,TYPE-A,64,2,SEMI-ANNUAL,347966,20130930,,INFORCE
6227,A06232,12,100000,,F,499992,1,TYPE-B,60,0,SEMI-ANNUAL,500700,20111230,20130226,CANCELLED
9691,A09696,90,199999.74,,M,,6,TYPE-A,76,0,ANNUAL,1347266,20130927,,INFORCE
2440,A02441,12,100000,M,M,249996,1,TYPE-B,51,3,SEMI-ANNUAL,657300,20091211,,INFORCE
3103,A03104,17,150001.2,M,M,600000,1,TYPE-B,33,3,MONTHLY,249699,20100226,,INFORCE
8897,A08902,17,120000.84,M,F,300000,2,TYPE-A,53,2,MONTHLY,348100,20130422,,INFORCE
7328,A07333,77,149999.6,,M,,1,TYPE-A,54,0,ANNUAL,959322,20120828,,INFORCE
6098,A06103,12,100000,M,M,499992,1,TYPE-B,35,3,SEMI-ANNUAL,437477,20111129,20130727,CANCELLED
1294,A01295,12,100000,M,M,949992,1,TYPE-B,45,1,ANNUAL,579400,20090213,20110414,CANCELLED
9177,A09182,50,110996.29,M,M,1299996,1,TYPE-A,55,2,ANNUAL,624811,20130628,,INFORCE
9344,A09349,32,100000.78,M,M,349992,1,TYPE-A,59,2,ANNUAL,1419199,20130807,,INFORCE
5067,A05070,27,279776.4,M,M,11355492,1,TYPE-A,37,3,ANNUAL,679211,20101222,,INFORCE
3442,A03444,27,100000,M,F,249996,1,TYPE-B,44,3,ANNUAL,687955,20100429,20110627,CANCELLED
8753,A08758,12,100000,M,M,750000,1,TYPE-B,64,1,ANNUAL,1347255,20130331,,INFORCE
7838,A07843,12,100000,M,M,1099992,1,TYPE-B,34,2,ANNUAL,1328544,20130122,,INFORCE
8642,A08647,17,167555.06,,M,1200000,1,TYPE-A,44,0,ANNUAL,343344,20130330,,INFORCE
6584,A06589,12,100000.56,M,M,1099992,1,TYPE-B,58,2,MONTHLY,1179977,20120316,,INFORCE
776,A00777,47,250000,,,,1,TYPE-B,62,1,ANNUAL,183611,20080911,,INFORCE
10067,A10072,22,103090.17,W,M,,6,TYPE-A,65,0,ANNUAL,343344,20131022,,INFORCE
2153,A02154,12,170000,,,,1,TYPE-B,50,0,ANNUAL,766122,20091007,,INFORCE
4920,A04923,22,200000,,M,,1,TYPE-B,62,0,ANNUAL,1084700,20101129,20111227,CANCELLED
5792,A05795,12,100000,M,M,450000,1,TYPE-B,44,1,ANNUAL,733411,20110617,20120816,CANCELLED
9835,A09840,12,100000,,M,,6,TYPE-B,61,0,SEMI-ANNUAL,352488,20131008,,INFORCE
5970,A05975,72,120005.16,,M,300000,1,TYPE-A,53,0,MONTHLY,1256055,20110927,20111212,CANCELLED
9438,A09443,17,121804.68,M,F,399996,1,TYPE-A,43,1,MONTHLY,343344,20130807,,INFORCE
8734,A08739,17,120002.94,,M,300000,1,TYPE-A,44,0,ANNUAL,428277,20130331,,INFORCE
7440,A07445,12,100000,S,F,300000,1,TYPE-B,22,0,ANNUAL,1334544,20121015,,INFORCE
3183,A03185,49,100000,M,M,399996,1,TYPE-B,46,3,ANNUAL,801377,20100308,,INFORCE
7814,A07819,17,245839.2,M,F,3600000,1,TYPE-A,52,1,MONTHLY,343344,20121231,,INFORCE
3199,A03201,27,100000,,,,1,TYPE-B,35,1,ANNUAL,797733,20100310,20110509,CANCELLED
7573,A07578,17,130022.64,W,F,720000,1,TYPE-A,55,0,MONTHLY,343344,20121129,,INFORCE
1289,A01290,31,1008008.04,M,M,1500000,1,TYPE-B,54,1,MONTHLY,343411,20090212,20090610,CANCELLED
4581,A04584,49,150000,M,M,999996,1,TYPE-B,46,3,ANNUAL,951388,20100830,,INFORCE
6735,A06740,12,300000,,M,499992,1,TYPE-B,58,2,ANNUAL,1241866,20120326,20130524,CANCELLED
9260,A09265,22,119994.48,M,M,600000,1,TYPE-A,54,3,MONTHLY,343500,20130710,,INFORCE
7707,A07712,17,327999.4,M,M,150000,1,TYPE-A,58,1,QUARTERLY,680855,20121231,,INFORCE
7313,A07318,63,119996.76,M,M,499992,2,TYPE-A,41,2,MONTHLY,1336722,20120827,20121109,CANCELLED
4106,A04108,12,200000,,,,1,TYPE-B,48,0,SEMI-ANNUAL,534299,20100628,20120225,CANCELLED
4126,A04128,45,800000,S,M,800004,1,TYPE-B,49,0,ANNUAL,1075533,20100628,,INFORCE
9468,A09473,22,103085.94,M,M,600000,1,TYPE-A,60,3,SEMI-ANNUAL,343344,20130813,,INFORCE
3966,A03968,50,150000,M,M,800004,1,TYPE-B,45,3,MONTHLY,309877,20100528,20100926,CANCELLED
1879,A01880,17,100000,,,,5,TYPE-B,66,0,SEMI-ANNUAL,233977,20090715,,INFORCE
9191,A09196,93,121000.03,,F,499992,1,TYPE-A,50,0,ANNUAL,1358300,20130628,,INFORCE
9635,A09640,17,122980.32,M,F,399996,1,TYPE-A,46,2,MONTHLY,343344,20130830,,INFORCE
5457,A05460,100,103530.23,,M,,1,TYPE-A,76,0,ANNUAL,599099,20110228,,INFORCE
5563,A05566,78,100514.19,,M,,1,TYPE-A,63,0,ANNUAL,1164177,20110322,,INFORCE
3587,A03589,17,100000,M,M,1100004,1,TYPE-B,30,1,ANNUAL,819711,20100331,,INFORCE
7942,A07947,22,100000.42,,M,,6,TYPE-A,76,0,ANNUAL,1340122,20130218,,INFORCE
3865,A03867,27,100000,M,F,300000,1,TYPE-B,44,2,ANNUAL,811344,20100531,20110727,CANCELLED
2148,A02149,18,200000,M,M,480000,1,TYPE-B,67,2,ANNUAL,744188,20090929,,INFORCE
4131,A04133,55,100000,M,M,290004,1,TYPE-B,40,3,SEMI-ANNUAL,114166,20100629,,INFORCE
1036,A01037,59,108000.84,M,F,120000,1,TYPE-B,23,3,MONTHLY,493499,20081210,20090411,CANCELLED
636,A00637,12,100000.8,M,M,639996,1,TYPE-B,26,3,MONTHLY,368311,20080730,20081227,CANCELLED
7637,A07642,17,132783.62,,M,,6,TYPE-A,68,1,SEMI-ANNUAL,343477,20121214,,INFORCE
4134,A04136,50,150000,M,M,500004,1,TYPE-B,45,3,ANNUAL,614855,20100629,,INFORCE
5770,A05773,12,1999999.98,M,M,9799992,1,TYPE-B,58,2,SEMI-ANNUAL,1214744,20110531,,INFORCE
1083,A01084,9,100000,M,F,,4,TYPE-B,42,2,ANNUAL,161688,20081229,,INFORCE
861,A00862,17,100000,M,M,350004,1,TYPE-B,35,1,SEMI-ANNUAL,381166,20081013,,INFORCE
5212,A05215,12,200000,,M,,1,TYPE-B,50,3,ANNUAL,830699,20110105,,INFORCE
903,A00904,58,120000.96,S,M,500004,1,TYPE-B,24,0,MONTHLY,260577,20081029,,INFORCE
191,A00192,44,1000000,M,F,300000,1,TYPE-B,41,3,ANNUAL,186899,20080129,,INFORCE
109,A00110,17,100000,M,M,399996,1,TYPE-B,36,2,ANNUAL,11988,20071227,,INFORCE
4455,A04457,27,100000,,,,1,TYPE-B,67,2,SEMI-ANNUAL,309877,20100823,20110424,CANCELLED
1942,A01943,40,750000,M,F,900000,1,TYPE-B,44,3,ANNUAL,534811,20090731,,INFORCE
5714,A05717,12,199999.99,,F,,6,TYPE-B,72,2,ANNUAL,568800,20110415,,INFORCE
4331,A04333,27,100000,M,M,1047516,1,TYPE-B,46,2,ANNUAL,739211,20100730,20110926,CANCELLED
9173,A09178,17,177738.31,M,F,459996,1,TYPE-A,57,3,ANNUAL,343344,20130625,,INFORCE
8850,A08855,17,111703.38,,M,600000,1,TYPE-A,56,0,ANNUAL,348099,20130412,,INFORCE
2040,A02041,22,100000,M,M,200004,1,TYPE-B,40,2,SEMI-ANNUAL,495799,20090916,,INFORCE
7899,A07904,12,200000,M,M,960000,1,TYPE-B,35,3,ANNUAL,1368822,20130111,,INFORCE
8347,A08352,17,111998.2,M,F,300000,2,TYPE-A,63,3,QUARTERLY,348022,20130326,,INFORCE
4878,A04881,17,100514.2,M,M,249996,1,TYPE-A,39,1,ANNUAL,1069899,20100927,20111027,CANCELLED
4659,A04662,36,150000,M,M,249996,1,TYPE-B,58,2,SEMI-ANNUAL,603355,20100831,,INFORCE
7470,A07475,12,500000,M,F,1932264,2,TYPE-B,59,1,ANNUAL,1284266,20121025,,INFORCE
2775,A02776,42,1000000,M,M,999996,1,TYPE-B,53,3,ANNUAL,739122,20100122,20110323,CANCELLED
4145,A04147,12,100000,,,,1,TYPE-B,78,0,ANNUAL,154511,20100630,,INFORCE
2323,A02324,22,206000,M,M,1200000,5,TYPE-B,41,3,ANNUAL,794088,20091126,,INFORCE
762,A00763,12,500000,,,,1,TYPE-B,87,2,ANNUAL,442744,20080930,20091127,CANCELLED
2617,A02618,17,100000,S,M,600000,1,TYPE-B,30,0,ANNUAL,4055,20091231,,INFORCE
2411,A02412,21,300000,M,M,,6,TYPE-B,63,2,ANNUAL,343344,20091203,,INFORCE
1094,A01095,22,100000,S,M,1400004,1,TYPE-B,33,0,ANNUAL,548599,20081226,20100224,CANCELLED
9678,A09683,17,329971.68,M,M,799992,1,TYPE-A,44,2,MONTHLY,343500,20130910,,INFORCE
7598,A07603,12,200000,M,M,3399996,1,TYPE-B,45,2,ANNUAL,1342100,20121130,,INFORCE
7386,A07391,12,100000,M,M,999996,2,TYPE-B,50,1,ANNUAL,599099,20120921,,INFORCE
3135,A03137,27,100000,M,M,350004,1,TYPE-B,53,2,ANNUAL,19733,20100226,,INFORCE
6135,A06140,81,500000.47,,M,499992,1,TYPE-A,61,0,ANNUAL,1157900,20111130,20121228,CANCELLED
5040,A05043,12,240001.92,M,M,999996,1,TYPE-B,46,3,MONTHLY,939377,20101130,,INFORCE
5428,A05431,98,100000.2,,F,,1,TYPE-A,38,0,SEMI-ANNUAL,1132744,20110225,,INFORCE
3805,A03807,64,300000,S,M,1000008,1,TYPE-B,29,0,ANNUAL,674211,20100428,,INFORCE
884,A00885,49,100000.8,M,F,120000,1,TYPE-B,35,2,MONTHLY,435744,20081021,20090219,CANCELLED
2654,A02655,27,125000,M,F,500004,1,TYPE-B,49,1,ANNUAL,829455,20100112,20110313,CANCELLED
5739,A05742,96,301544.09,,M,,1,TYPE-A,63,0,ANNUAL,1186511,20110429,,INFORCE
7559,A07564,17,128214.66,M,M,,6,TYPE-A,61,2,SEMI-ANNUAL,343466,20121130,,INFORCE
464,A00465,45,100000,M,M,350004,1,TYPE-B,40,3,ANNUAL,85544,20080430,20090627,CANCELLED
7277,A07282,62,177546.35,,M,249996,5,TYPE-A,44,1,ANNUAL,678111,20120828,20130927,CANCELLED
8205,A08210,71,199999.74,,M,499992,6,TYPE-A,65,0,ANNUAL,132000,20130226,,INFORCE
6129,A06134,61,205737.68,M,M,1200000,2,TYPE-A,43,3,ANNUAL,1135233,20111129,,INFORCE
10181,A10186,17,100002.64,,M,300000,1,TYPE-A,62,0,ANNUAL,348033,20131111,,INFORCE
5192,A05195,82,120616.78,,M,,1,TYPE-A,50,0,SEMI-ANNUAL,1132744,20110120,20110819,CANCELLED
10037,A10042,22,107213.72,S,M,399996,2,TYPE-A,45,0,SEMI-ANNUAL,343344,20131015,,INFORCE
5300,A05303,80,150722.33,,M,,1,TYPE-A,45,0,ANNUAL,985288,20110128,20120227,CANCELLED
2202,A02203,22,200008,M,M,597024,1,TYPE-B,40,1,SEMI-ANNUAL,259677,20091023,20100622,CANCELLED
6586,A06591,12,100000,M,F,2299992,1,TYPE-B,35,3,ANNUAL,499555,20120323,,INFORCE
6872,A06877,12,499999.98,M,M,3999996,2,TYPE-B,50,2,SEMI-ANNUAL,923455,20120330,,INFORCE
1262,A01263,17,100000,M,M,500004,1,TYPE-B,45,1,SEMI-ANNUAL,262877,20090202,,INFORCE
7919,A07924,12,240001.92,M,M,799992,1,TYPE-B,58,3,MONTHLY,1349644,20130129,,INFORCE
975,A00976,45,500004,S,M,1440000,1,TYPE-B,39,0,MONTHLY,409999,20081125,,INFORCE
9988,A09993,22,123707.76,M,F,399996,1,TYPE-A,45,3,MONTHLY,343344,20131007,,INFORCE
4925,A04928,12,100000,,F,,1,TYPE-B,80,0,ANNUAL,758088,20101025,,INFORCE
941,A00942,17,100000,S,F,249996,1,TYPE-B,23,0,SEMI-ANNUAL,453433,20081110,,INFORCE
5263,A05266,77,100314.5,S,M,500004,1,TYPE-A,26,0,SEMI-ANNUAL,1132366,20110124,,INFORCE
4723,A04726,53,180000,M,M,300000,1,TYPE-B,41,2,MONTHLY,985288,20100831,,INFORCE
2387,A02388,15,120000,M,M,,6,TYPE-B,69,3,MONTHLY,348355,20091127,,INFORCE
10079,A10084,84,200000.08,,M,,6,TYPE-A,73,0,ANNUAL,1440266,20131023,,INFORCE
5021,A05024,12,100000,,M,,1,TYPE-B,43,0,ANNUAL,682711,20101126,,INFORCE
4391,A04393,27,100000,M,M,399996,1,TYPE-B,43,1,SEMI-ANNUAL,988266,20100816,,INFORCE
5148,A05151,12,100000,S,M,500004,1,TYPE-B,28,0,ANNUAL,296744,20110111,,INFORCE
3221,A03223,56,1500000,M,M,500004,1,TYPE-B,38,3,SINGLE-PREMIUM,691588,20100311,,INFORCE
3882,A03884,74,100000,,,,1,TYPE-B,43,0,ANNUAL,280944,20100517,,INFORCE
9780,A09785,17,130558.44,M,M,792180,1,TYPE-A,57,1,MONTHLY,1462900,20130923,,INFORCE
7244,A07249,12,150000,M,F,549996,1,TYPE-B,54,1,ANNUAL,1182699,20120731,20130926,CANCELLED
6382,A06387,12,100000.56,M,M,324996,2,TYPE-B,52,3,MONTHLY,1252911,20120221,,INFORCE
2789,A02790,59,100000,M,M,500004,1,TYPE-B,36,2,QUARTERLY,343488,20100125,,INFORCE
944,A00945,17,100000,,,,1,TYPE-B,38,0,ANNUAL,43600,20081112,20110111,CANCELLED
9231,A09236,17,150000.23,M,M,421200,2,TYPE-A,65,1,ANNUAL,261500,20130628,,INFORCE
1857,A01858,17,100000,S,M,500004,1,TYPE-B,29,0,ANNUAL,621399,20090706,,INFORCE
8983,A08988,77,249999.81,,F,649992,1,TYPE-A,50,0,ANNUAL,1379355,20130516,,INFORCE
4108,A04110,43,150000,M,M,1200000,1,TYPE-B,51,2,MONTHLY,884955,20100625,,INFORCE
5213,A05216,88,100534.5,,M,,1,TYPE-A,44,0,ANNUAL,824055,20101231,,INFORCE
9100,A09105,32,130024.08,M,M,399996,2,TYPE-A,65,3,MONTHLY,1252222,20130612,20130827,CANCELLED
3255,A03257,27,101000,S,M,499992,5,TYPE-B,25,0,ANNUAL,483677,20100315,,INFORCE
2690,A02691,12,512500,M,M,1485000,5,TYPE-B,25,3,ANNUAL,179355,20100127,,INFORCE
7926,A07931,88,299999.67,,M,600000,2,TYPE-A,53,0,ANNUAL,1347266,20130117,,INFORCE
7333,A07338,12,150000,M,F,249996,2,TYPE-B,46,3,ANNUAL,1192322,20120831,20131027,CANCELLED
1319,A01320,52,100000.8,M,M,450000,1,TYPE-B,33,3,MONTHLY,143988,20090224,,INFORCE
8266,A08271,89,200000.4,,M,1599996,1,TYPE-A,49,0,ANNUAL,132000,20130228,,INFORCE
10237,A10242,101,100004.42,,M,249996,1,TYPE-A,29,0,ANNUAL,1474699,20131118,,INFORCE
5162,A05165,22,200000,M,M,250188,1,TYPE-B,27,2,ANNUAL,1141999,20110118,,INFORCE
6291,A06296,32,102061.9,,M,1299996,1,TYPE-A,36,0,SEMI-ANNUAL,1262033,20120118,,INFORCE
9815,A09820,22,123710.28,,M,399996,2,TYPE-A,60,1,MONTHLY,343488,20131010,,INFORCE
6426,A06431,12,100000,M,M,499992,1,TYPE-B,46,3,ANNUAL,461211,20120217,20130418,CANCELLED
9526,A09531,101,120007.44,,M,624996,2,TYPE-A,33,0,MONTHLY,1302377,20130820,,INFORCE
3475,A03477,12,100000,M,M,360000,1,TYPE-B,47,2,ANNUAL,846911,20100329,,INFORCE
3505,A03507,27,120000.96,,,,1,TYPE-B,56,1,MONTHLY,309877,20100330,20100727,CANCELLED
